"求める","もとめる","to want, to wish for; to request, to demand, to require, to ask for; to seek, to search for, to look for, to pursue (pleasure), to hunt (a job), to find (a solution); to purchase, to buy","I want motto meeru in my inbox"
"","チラツキ, ちらつき","flickering (e.g. on a video display)","Chirachira is onomatopoeia for something appearing and disappearing

Tsuku is an auxiliary verb that when added to onomatopoeias it will turn them into a verb

Thus it means to flicker"
"惨","サン, ザン, みじ.め, いた.む, むご.い","wretched, disaster, cruelty, harsh","So technically 参 has an alternate form that was a grass burial mat and it meant the heart is hiding something evil under the mat. (Read as follows)

But it might be easier to remember there most kanji alone. 

Napoleon is a MIJIkai evil man whose heart joined the dark side. 

The Chinese character ""慘"" (read as cǎn in Mandarin) is a commonly used character. The radical ""參"" has been simplified to ""參"" based on ancient people's calligraphy simplification methods. In the classical Chinese dictionary ""說文解字,"" it is said that ""慘"" means ""poisonous,"" and it is composed of the ""heart"" radical and the phonetic component ""參"". ""參"" in the ""說文"" is also for the character ""葠"".

The ideogram of ""葠"" is a kind of grass mat used for burial, symbolizing an ominous ritual tool. The combination of a heart harboring evil thoughts and something to cover is the pattern of ""慘""."
"惨敗","ざんぱい, さんぱい","ignominious defeat, crushing failure, utterly beaten, overwhelming defeat","Wretched failure"
"身を引く","みをひく","to resign, to abandon, to step aside, to back out of, to retire, to get away, to lean back, to back away, to pull back","To pull your body back"
"引き締める","ひきしめる","to tighten, to stiffen, to brace, to strain","To pull and tighten the body is to brace itself

身を引き締める"
"","である","be, is","Can be のである
であった
のであった"
"純白","じゅんぱく","pure white, snow white","Bembeyaz film "
"屯","トン, たむろ","barracks, police station, camp, ton","Means village

Like 堽城屯 gangcheng tun as in village

Originally was a picture of seeds sprouting from the ground"
"純","ジュン","genuine, purity, innocence, net (profit)","Originally meant silk and silk was pure so it meant pure 

Now can memorize like

The village’s finest, purest silk! Fitting for an innocent girl like JUNE to wear. "
"やって来る","やってくる","to come along, to come around, to turn up; to arrive at the present, to get where one is, to have been doing something (for a period of time)","Yaru kuru in the sense that
Yaru is them initiating an action and then kuru is the eventually coming

Can think of it like doing a come"
"","だって","after all, because; but; even; too, as well, also; they say, I hear, you mean","Quoting particle to report hearsay

If you say

僕にだって

You’re using it as a casual replacement for でも"
"学級","がっきゅう","(school) class","Study class is class"
"","こっくり, コックリ, こくり, コクリ","nodding (in agreement, with approval, etc.); repeatedly nodding and dozing off; suddenly (dying); deep (flavor, flavour, color, colour, etc.), rich","擬声語"
"疑","ギ, うたが.う","doubt, distrust, be suspicious, question","Ok so originally this was a man with a cane and an open mouth, not knowing where to go, confused, doubting

Shuowen kinda butchered it into its four parts, saying that it’s a child (子) standing on an obstructed road (止) to compare (匕) the paths (矢), thereby accidentally separating the human figure on the left into 匕 and 矢. 

But if you can see, the left side is the confused person with open mouth looking at the sky, and the right part was originally 止 and 牛 as the phonetic, but 牛 was switched for 子 eventually. 

Considering it was 子 on top of 止 you can just memorize the character as an old man on the left with open mouth and a child on the right both confused and doubting

To remember the reading

“Gee, U TA (da) GArl!” The confused man on the left didn’t know the child’s gender on the right and now they’re both confused"
"擬","ギ, まが.い, もど.き","mimic, aim (a gun) at, nominate, imitate","Reading GI is from 疑 GI

I doubt I’ll be able to mimic you with my hands (as a mime)"
"擬声語","ぎせいご","onomatope (i.e. word formed by onomatopoeia)","Mimic voice word"
"気が回る","きがまわる","to be attentive to small details; to be attentive to others (or others' concerns); to have one's mind turn groundlessly to something negative","Literally mind turns around

The phrase ""気が回る"" (ki ga mawaru) is a commonly used expression in Japanese, which can be translated literally as ""mind turns around"" or more naturally as ""to pay attention"" or ""to be considerate"". The idea behind this expression comes from the notion of one's mind or attention (気, ki) being able to circulate or cover different aspects or details (回る, mawaru).

The origin of this phrase is not particularly noted in historical texts or literature. Like many idiomatic expressions, it likely developed organically over time as a way to describe the concept of being mindful or attentive to various things.

Please note that in the negative form ""気が回らない"" (ki ga mawaranai), it implies that someone is not being able to pay attention to various things or overlooks details, often due to being preoccupied, overwhelmed, or not considerate enough."
"責","セキ, せ.める","blame, condemn, censure","生 life + 貝 shell(money) = responsibility
Throughout your life 生, earning money 貝 (and getting SEKIs) is your responsibility 責. 

Originally the top was thorn 朿 then became 生 

Originally could mean the thorny part of owning money, aka responsibility

Now I think it’s better to think of


Chinese:
Throughout your life it’s your responsibility to get money and SEKIs!"
"責める","せめる","to condemn, to blame, to criticize, to criticise, to reproach, to accuse; to urge, to press, to pester; to torture, to torment, to persecute; to break in (a horse)","I blame se (the) meru (male) people for all my problems"
"団","ダン, トン, かたまり, まる.い","group, association","Ok in Chinese it looks like 团 and I think the mnemonic for that is easier

团: a circle of people forming a group, DANcing around a central genius (天才)"
"団結","だんけつ","unity, union, solidarity, combination, banding together, teaming up","Group binding = Unity"
"発揮","はっき","show (of power, ability, etc.), exhibition, demonstration, display, manifestation","Emit brandishment"
"揮","キ, ふる.う","brandish, wave, wag, swing, shake","The army brandishes it’s power with a military parade where they wave their hands and shout haKI"
"化","カ, ケ, ば.ける, ば.かす, ふ.ける, け.する","change, take the form of, influence, enchant, delude, -ization","The person on the left changed into the spoon on the right! He’s an obake (お化け)! (Remember the ke as also being a possible pronunciation, and the combination of the ba and the ke (ka)) "
"学者","がくしゃ","scholar, academic, scientist; learned person, person of learning","Study person"
"拙者","せっしゃ","I, me","Clumsy person

Humble way to refer to oneself"
"拙","セツ, つたな.い","bungling, clumsy, unskillful","Things leaving (falling out of) your hand is clumsy, SETS them down on the table so you don’t break them"
"詩","シ, うた","poem, poetry","The temple says poems though its SHIzen (nature). They sound like songs (UTA)"
"詩人","しじん","poet","Poem person"
"吟","ギン","versify, singing, recital","今 KON -> 吟 GIN

It is now time to sing poems and drink GIN. "
"滅","メツ, ほろ.びる, ほろ.ぶ, ほろ.ぼす","destroy, ruin, overthrow, perish","水 can drown things
火 can burn things
戉 is a battle axe that can kill things 

They are all METhoDS to destroy"
"全滅","ぜんめつ","total destruction, complete destruction, annihilation, being wiped out; total defeat, complete failure","Total destruction"
"路","ロ, ル, -じ, みち","path, route, road, distance","Each leg on the ROAd"
"疑問","ぎもん","doubt, question, suspicion, dubiousness","Doubt question"
"歩幅","ほはば","(length of one's) step, stride, pace","The distance between two steps

Ho no haba"
"歩","ホ, ブ, フ, ある.く, あゆ.む","walk, counter for steps","One foot 止 in front of the other 少

Only PO after little tsu or n, otherwise HO. 
Imagine Santa walking saying HOHOHO

Only fu in fuhyou 歩兵 in shogi

Only bu in bu as in unit of area"
"畐","フク, ヒョク, ヒキ","to fill, roll of cloth","Vase pictogram"
"幅","フク, はば","hanging scroll, width","Haba haba that cloth fuku is so wide it could cover my vase"
"息遣い","いきづかい","breathing, respiration","Literally the way one is breathing"
"息","ソク, いき","breath, respiration, son, interest (on money), rest, coming to an end","To breathe life through one’s nose

Life = IKIru
SOKU -> soak in life by breathing it in through your nose"
"計","ケイ, はか.る, はか.らう","plot, plan, scheme, measure","会計の計

言 say 十 ten = 計 measure

Say numbers in tens when you measure something

Can be plan or measure, maybe scheme encompasses both

10K words are needed to describe a scheme, its long"
"算","サン, そろ","calculate, divining, number, abacus, probability","It’s actually a picture of two hands 廾 using counting rods 目 made of bamboo 竹 to calculate. Note that its not an abacus, the counting rods predated it. 

SAN because they are counting to three. 

I don’t know if you need to know SORO"
"距","キョ, へだ.たる, けづめ","long-distance, spur, fetlock","Looks like this only really shows up in the word 距離…

KYO from 巨

If it’s a long distance, you need gigantic legs to cross it. "
"絶","ゼツ, た.える, た.やす, た.つ","discontinue, sever, cut off, abstain, interrupt, suppress, be beyond, without match, peerless, unparalleled","絶対の絶

The traditional is 絕, pictograph of a knife 刀 cutting silk threads 糸.

The 巴 kind of appeared as a phonetic, and then the right side got simplified to 色. 

You can imagine it as cutting ze tsuper colorful threads with a knife (to incorporate 色)"
"絶対","ぜったい","absolutely, definitely, unconditionally; absolute, unconditional, unmistakable; absoluteness","Cut off + compare

Something is so absolutely xyz, it cannot be compared to everything else, it cut off all potential comparison. 

= absolutely, unmistakably"
"絶望","ぜつぼう","despair, hopelessness","Cut off hope = despair"
"望","ボウ, モウ, のぞ.む, もち","ambition, full moon, hope, desire, aspire to, expect","it's actually just a dude with big eyes standing on the ground looking hopefully at the moon

originally he was on a mountain with big eyes because he was trying to see far, and it still meant hope

but eventually they added a moon and then they started to try using it to describe the 15th day of the lunar month (when the moon is full)

Eventually they switched out the eye for 亡 to act as a phonetic (both BOU, or WANG in Chinese)

You can think of the dude as a BOy looking hopefully at the moon because he NOZ not what will happen. "
"その間","そのあいだ, そのかん","in the meanwhile, during the time","That time interval 
= during that time interval"
"役に立てる","やくにたてる","to put to use, to make good use of, to exploit","役 is like beneficial role

To stand something for a beneficial role
Is to put it to good use"
"殳","シュ, また, ほこ","pike, windy-again radical (no. 79)","Action

1 (orig.) a staff-like weapon [Reference, p. 225] (pike)
2 → related to hitting or striking
  3 ⇒ actions done with the hand

Can think of hand 又 holding up table 几, the action being “build” 设 (hand build a lil table and is holding it up)

Action is a good way to learn this: example:

设〔設〕 she means build
设 is comprised of 讠 (speech) and 殳 (hand holding a staff; action), indicating the original meaning “to set up for a sacrifice.” 

1 (orig.) to set up
2 → to be installed; equipment
3 → to think up; design

i.e.
Build = 讠 talk plans and 殳 act building
"
"","ドジる, どじる","to fail, to mess up, to bungle, to screw the pooch","Doji is kinda like DOH from Simpsons but Japaneseified into DOJI"
"","ドジ, どじ","blunder, bungle, clumsiness","From ドジル"
"敵","かたき","rival, opponent, adversary, competitor, enemy (esp. one with which there is longstanding enmity), foe; revenge; spouse","Revenge

親の仇、妹の仇

You CUT A KEY of mine! I will have my revenge!

敵 is opponent or rival in current conflict or competition

仇 is personal grudge or vendetta

"
"仇","キュウ, グ, あだ, あた, かたき, つれあい","foe, enemy, revenge, grudge, feud","Lianzuo 连坐 was when if you commit a crime, your family group or clan would be punished with you, like nine generations or degrees of kinship. 

So you could imagine, you committed a crime, now nine generations of your family have each become A DAngerous enemy. 

KYUU from 九

The concept of ""nine"" associated with hatred in the character ""仇"" (chóu) might have stemmed from ancient Chinese legal principles and societal norms. According to a system known as ""lianzuo"" or ""collective punishment,"" when one person committed a crime, their entire clan or family group could be punished as well. This sometimes extended to nine generations or nine degrees of kinship, hence the reference to the number nine.

In this way, the character ""仇"" could be seen to represent the potential repercussions of this system: the deep resentment or enmity that can develop when innocent family members are punished for the crimes of one individual. This is just one possible interpretation, as the exact origins of Chinese characters and their associated meanings can be complex and multi-faceted, shaped by centuries of linguistic, cultural, and societal evolution."
"驚かせる","おどろかせる","to surprise, to frighten, to create a stir","Technically it’s the causative of 驚かす

驚かす is to surprise

驚かせる is to cause to be surprised, to make someone surprised"
"遣られる","やられる","to suffer damage, to be deceived","Passive voice yaru

To be done to"
"何卒","なにとぞ, なにそつ","please, kindly, I beg of you, if it pleases you; by all means, without fail","From what should (i) finally do
Tozo means finally

Now it just came to mean please"
"無かったことにする","なかったことにする","to forget something ever existed, to pretend something didn't happen, to put something behind one, to forgive (something)","The phrase ""なかったことにする (nakatta koto ni suru)"" can be broken down as follows:

""なかった (nakatta)"" is the past tense of ""ない (nai)"", which means ""not"" or ""does not exist"".
""こと (koto)"" is a nominalizer, which can turn a verb or a sentence into a noun phrase.
""にする (ni suru)"" is a verb phrase that means ""to decide on"" or ""to make it"".
When put together, ""なかったことにする (nakatta koto ni suru)"" means to decide or make it as if something ""did not exist"". This is a metaphorical way to express the idea of pretending something didn't happen or ignoring it. It's a fairly common phrase in Japanese."
"謝","シャ, あやま.る","apologize, thank, refuse","Xie from Chinese 谢谢

Can mean apologize too "
"謝る","あやまる","to apologize, to apologise; to refuse, to decline; to be unable to bear, to be defeated (by), to be at a loss","I A MAN and can apologize for my actions"
"","にっこり, ニッコリ, にこり, ニコリ","sweetly (smiling), broadly (grinning)","Niko is smile
Ri makes it a adverb/verb"
"後ろ","うしろ","back, behind, rear","Kinda sounds like oshiri, the behind of the body

Or 

U SHIRO man (you white man), go to the back of the class!"
"針","はり, ち","needle, pin; hook; stinger, thorn; hand (e.g. clock, etc.), pointer; staple (for a stapler); needlework, sewing; malice; counter for stitches","Can think of it as a pictogram of metal and then two needles in a cross on the right"
"","つい","just (now); quite (near); unintentionally, subconsciously, by mistake, against one's better judgement (judgment)","By mistake : tsui is sorry-!"
"反応","はんのう, はんおう","reaction, response; physical reaction (to a stimulus), observable response (of an organism); reaction, effect, change","Reverse/anti answer = response 

Coined in 1884 for chemical reaction translation"
"応","オウ, ヨウ, -ノウ, あた.る, まさに, こた.える","apply, answer, yes, OK, reply, accept","应该的应

But both 应 and 応 look pretty different from traditional 應

Can memorize as a protected heart is likely to respond with acceptance. Like OUh, of course!

The Chinese character ""應"" (yīng, yìng) is a common standard level one Chinese character. The general accepted original meaning is ""as it should be"", used as an auxiliary verb, pronounced as yīng. The character is derived from the character for ""eagle"" (䧹) in Western Zhou dynasty gold inscriptions, and in the Warring States period, the character ""心"" (heart) was added to differentiate it into ""應"". The character can also be pronounced as yìng, referring to a response caused by related things, and by extension, it means to accept, agree, accompany, or answer. It also refers to how one treats or responds to something.

The character was originally used to represent the sound of agreement, which is an abstract concept and difficult to depict with a pictographic character. The ancient sound of the character ""䧹"" was close to the sound people made when agreeing, much like the modern Chinese character ""嗯"". Over time, the meaning of the character ""䧹"" evolved to mean to answer, to allow, to permit, and so a ""心"" (heart) radical was added to indicate the state of the heart/mind. During the Warring States period, the top left component was mistaken for ""疒"". Because ""疒"" looks similar to ""广"", in Han dynasty clerical script and regular script, ""疒"" was written as ""广"". The traditional character is written as in the figure 8. When modern Chinese characters were simplified, they were simplified according to the cursive writing style of the figure 8 character to become ""應"".

The character ""應"" (response, agreement) can also be used to denote the concept of responding to or dealing with a question or situation. This has been extended to mean ""adaptation"" or ""coping"", such as in ""應時"" (responding to the times) and ""應用"" (application, adapting to needs). Since one should answer when asked a question, ""應"" is also extended to mean ""should"" or ""ought to"", and when used in this sense, it is pronounced as yīng."
"解","カイ, ゲ, と.く, と.かす, と.ける, ほど.く, ほぐ.す, わか.る, さと.る","unravel, notes, key, explanation, understanding, untie, undo, solve, answer, cancel, absolve, explain, minute","角 (“horn”) + 刀 (“knife”) + 牛 (“cow”) – a knife separates a horn from a cow, i.e. “cut up (an ox)”.

Unravel"
"","そっと, そうっと, そおっと, そーっと","softly, gently, quietly, lightly; stealthily, secretly, in secret; to leave alone, to leave as it is","Sor- ta be gentle"
"夬","カイ, ケツ, ケチ, わ.ける","decide, determine, archery glove","Decide

Mime radical: memorize it by the most common kanji that includes it, or the kanji that includes it with the least amount of additional strokes. E.g. 決/决

Sound always KETSU/jue ->

Experiment:
大 guy + 7 gun to his head (technically through but whatever)

= DECIDE his 活 KeTSU


Original:

Ok so originally a hand shooting an arrow

You can think of it as a man standing facing left, one arm pulling back and an arrow on the left of his head. Invisible bow. It actually does mean decisive. 

Looks similar to arrow 矢 after all

Unimportant:

There’s a Japanese kanji learning site that tried to explain it as a hand gouging something out with a コ, and that the true definition is gouging, but it was hard for me to believe so I’m just going to gloss over that. 

Think of “kets” when the arrow flys through the air. "
"決","ケツ, き.める, -ぎ.め, き.まる, さ.く","decide, fix, agree upon, appoint","Water + decide = decide

Ketsu from 夬"
"解決","かいけつ","settlement, solution, resolution","Solve decision = settlement"
"皮","ヒ, かわ","pelt, skin, hide, leather, skin radical (no. 107)","Pictogram (象形) – a hand (又) stripping the fur from an animal pelt (similar to 革). The pelt moved to the top left and became abstracted.

Now you can think of it as hand with tool 攴 removing skin from animal 厂. 

Now means skin

HE KAWAs himself with his skin. "
"破","ハ, やぶ.る, やぶ.れる, わ.れる","rend, rip, tear, break, destroy, defeat, frustrate","石 rock + 皮 skin = rock rends skin = 破 rend (rip + destroy)

HA from 皮 HI

HA I destroyed it

—— 

A rock can tear HAp skin, giving YA a BUbu

"
"様","ヨウ, ショウ, さま, さん","Esq., way, manner, situation, polite suffix","YOU are SAMA (I’m being polite to you)"
"辟","ヘキ, ヒ, きみ, ひら.く, め.す","false, punish, crime, law","Corpse 尸 with cut off head 口 below it facing the sword 辛 that killed him. Symbolizes punishment and the rule of law. 

He’s saying what the HECKY"
"避","ヒ, さ.ける, よ.ける","evade, avoid, avert, ward off, shirk, shun","Run to evade the law SAid to SAid like HIHIHI"
"回避","かいひ","evasion, avoidance; recusal (of a judge)","To revolve and evade is to evade"
"諸","ショ, もろ","various, many, several, together","Talk (言) + someone (者)

A person talks SHO many various things"
"儲","チョ, もう.ける, もう.かる, もうけ, たくわ.える","be profitable, yield profit","Person (人) + various (諸)

Get CHO various investments to make MOU money (profit)"
"儲け","もうけ","profit, earnings","Profit = MOU (money) KEpt"
"一儲け","ひともうけ","making money, making a profit","One profit is still making a profit"
"含","ガン, ふく.む, ふく.める","contain, include, hold in the mouth, bear in mind, understand, cherish","Now my mouth includes (comes with) a gun (imagine 今 as a gun coming out). FUK U! *shoots you*"
"含む","ふくむ, くくむ","to contain, to comprise, to have, to hold, to include, to embrace; to hold in the mouth; to bear in mind, to understand, to harbor (grudge, etc.), to harbour; to express (emotion, etc.), to imply","FUK U MOOmoo for containing deadly milk"
"臨時","りんじ","temporary, provisional, interim; special, extraordinary, extra","臨 means approaching or coming upon in this case

臨時 means coming upon the time of -> at the last moment -> temporary"
"臨","リン, のぞ.む","look to, face, meet, confront, attend, call on","A person (人) looking with his big eye (臣) at a bunch of objects (品)

Now it means facing, looking to

He looks down his NOZ with his big eye at his LIN (forest) of objects (林)"
"義","ギ","righteousness, justice, morality, honor, loyalty, meaning","*I 我 raise sheep 羊 above my head*
“JUSTICE FOR SHEEP”

Exp:
“Justice for GEEse!”

Old:

I raise the sheep above myself as the GlEEning symbol of morality"
"議","ギ","deliberation, consultation, debate, consideration","言 talk “which is justice 義?” = deliberation"
"議会","ぎかい","congress, parliament, diet, legislative assembly","A deliberation meeting is a Congress"
"お開き","おひらき","breakup (of a ceremony, wedding, party, meeting, etc.), closure","Actually means closed, as in open for people to leave"
"含める","ふくめる","to include (in a group or scope); to instruct, to make one understand; to include (a nuance), to put in (an implication); to put in (someone's) mouth; to permeate with flavor","FUK U MERs (male) for including yourself in our group of girls

Fukumete is including previous items"
"度","ド, ト, タク, たび, -た.い","degrees, occurrence, time, counter for occurrences, consider, attitude","Each time ta be a new time"
"その度","そのたび","each time","That time = each time"
"埋める","うずめる","to cover, to bury (e.g. one's face in hands), to submerge; to fill (completely), to stuff, to pack, to cram, to fill up","Bury my yüz in the man’s chest"
"権","ケン, ゴン, おもり, かり, はか.る","authority, power, rights","The tree has the authority over what it KEN do to the resident bird"
"権利","けんり","right, privilege","Authority benefit = privilege
"
"得る","える","to get, to earn, to acquire, to procure, to gain, to secure, to attain, to obtain, to win; to understand, to comprehend; to receive something undesirable (e.g. a punishment), to get (ill); to be able to ..., can ...","I earned an L"
"得","トク, え.る, う.る","gain, get, find, earn, acquire, can, may, able to, profit, advantage, benefit","I TOK it because it was on sale 🉐

Depicts a hand (寸) grabbing a shell (貝), used as currency in ancient China, to convey the meaning ""get"". Originally written as 㝵. The 彳 (movement) component was added later."
"言い出す","いいだす","to begin to say, to start talking, to broach (a matter), to bring up, to come out with; to be the first to say, to suggest (doing), to propose","To put out the words means to put it out there, bring up a topic"
"磯巾着","いそぎんちゃく, イソギンチャク","sea anemone","Literally cloth that arrived to the beach"
"根","コン, ね, -ね","root, radical, head (pimple)","Tree + stiff/tough

The toughest part of the tree is its KONnecting roots

KON from 艮"
"利根","りこん","intelligence, cleverness, innate aptitude","Advantageous roots can make someone intelligent"
"文房","ぶんぼう","study, library","Writing room"
"文房具","ぶんぼうぐ","stationery","Writing room tools"
"房","ボウ, ふさ","tassel, tuft, fringe, bunch, lock (hair), segment (orange), house, room","Originally referred to side room 

could be an ideogrammic compound (會意): 戶 (“door”) + 方 (homonym of 旁 (OC *baːŋ, “side”)), as it originally referred to one of the two rooms beside the central room (side room).

Now you can think of it like a door with a person behind it 方, a BOy"
"催","サイ, もよう.す, もよお.す","sponsor, hold (a meeting), give (a dinner)","The person hosted the bird at the mountain SAIt"
"開催","かいさい","holding (a conference, exhibition, etc.), opening, hosting (e.g. the Olympics)","Open and hosting (able to accommodate people)"
"買い上げ","かいあげ","buying, purchasing, procurement","Buying up"
"酒場","さかば","bar, pub, tavern","Sake place"
"労","ロウ, ろう.する, いたわ.る, いた.ずき, ねぎら, つか.れる, ねぎら.う","labor, thank for, reward for, toil, trouble","龸 learn + 力 power

I learned that you need power to ROW the boat, laboriously. 

Chinese: 劳 勞

Character Evolution:
The character has three major series in its development: one with the radical “衣” (clothing), one with “心” (heart), and one with “力” (strength). The modern form evolved from the series with “力.”
"
"労働","ろうどう","labor, labour, work; Labour Party","Laborious work = manual labor"
"寛げる","くつろげる","to loose, to ease, to relax","Be able to relax"
"寛ぐ","くつろぐ","to relax, to feel at home","Relax! take off your KUTSUs and lay on the RUG"
"放す","はなす","to release, to let go, to free, to set free, to let loose, to turn loose; to add (pieces of eggplant, potato, etc.) to water, broth, etc.","I turned the extrovert loose to HANASU with everyone"
"放し","はなし, ぱなし","leaving (on, open, unfinished, etc.); (doing) continuously, constantly, keep ...-ing","The term ""っぱなし"" (panashi) in Japanese comes from the verb ""放す"" (hanasu), which means ""to release"" or ""to let go."" The construction ""っぱなし"" is used to express the idea of leaving something in a particular state, without making any change to it. It emphasizes a continuous or unaltered state of something.

Here's an example of how it might be used:

ドアを開けっぱなしにしていた (Doa wo akeppanashi ni shite ita): I left the door open (and it stayed that way).
The ""っぱなし"" form gives the sense that the action was done and left that way, perhaps carelessly or intentionally, depending on the context."
"一泡吹かせる","ひとあわふかせる","to give someone a surprise, to catch off guard and fluster, to frustrate (e.g. someone's plans), to give someone a blow, to scare the hell out of","The phrase ""一泡吹かせる"" (ひとあわふかせる, hitoawa fukaseru) in Japanese means to ""give someone a shock"" or ""take someone down a peg."" It's an idiomatic expression, and here's a breakdown of its parts:

""一"" (ひと, hito): one
""泡"" (あわ, awa): bubble, foam
""吹かせる"" (ふかせる, fukaseru): causative form of ""吹く"" (ふく, fuku), meaning ""to blow""
The literal translation might be something like ""to make someone blow a bubble,"" but it doesn't make much sense in English. The origin of this phrase is not entirely clear, but it may be related to the imagery of someone being so shocked or taken aback that they might ""blow a bubble"" (e.g., spit or foam at the mouth).

In usage, it's a colorful way to say that you're going to shock or surprise someone, perhaps by outsmarting them or showing them up. It's often used in contexts where someone intends to get back at another person or teach them a lesson."
"泡","ホウ, あわ","bubbles, foam, suds, froth","Water + wrap = bubble 

Ai WAn a HOU who blows bubbles

Water has bubbles, bubble wrap
"
"吹","スイ, ふ.く","blow, breathe, puff, emit, smoke","Man blowing smoke up with his mouth

FUK U SUIt vape pens for getting me addicted to smoking"
"思いつく","おもいつく","to think of, to hit upon, to come into one's mind, to be struck with an idea; to remember, to recall","The Japanese expression ""思いつく"" (omoi tsuku) means ""to think of"" or ""to come up with."" Here's a breakdown of its components:

""思う"" (omou): to think
""つく"" (tsuku): to attach or to adhere
The verb ""つく"" in this context is used to mean that a thought has come and ""attached itself"" to you, or in other words, has occurred to you. It can also imply the sense of arriving at an idea or coming up with a solution.

In usage, ""思いつく"" might be used when you suddenly think of an idea, remember something you had forgotten, or find a solution to a problem. It can be a spontaneous or unexpected thought, something like the English expression ""to come to mind.""

The term emphasizes the process of arriving at the thought rather than the thought itself, so it's more akin to saying ""to think of"" or ""to hit upon"" rather than simply ""to think."""
"","こら, コラ, ゴルァ","hey!; hey!","Hey you forgot your COLA"
"出でる","いでる","to go, to come","いでよ！come out"
"","おっかない","frightening, scary; extreme, exaggerated, huge","Regional way to say kowai"
"奴","ド, やつ, やっこ","guy, slave, manservant, fellow","That キチガイ奴 just put his hand on a woman"
"流行り","はやり","fashion, fad, vogue, craze; prevalence (e.g. of a disease)","Flow + going = going with the flow of what is popular

Hayari because

Mnemonic: 
早くありふれたものになる
Quickly became commonplace"
"打つ","ぶつ","to hit (someone), to strike, to beat; to make (a speech), to give (an address); to gamble","To give them a booboo"
"黙る","だまる","to be silent, to say nothing","Tomaru da talking
Damaru"
"黙","モク, ボク, だま.る, もだ.す","silence, become silent, stop speaking, leave as is","Black silent dog"
"冓","コウ, かま.える","put together, inner palace","Crossly accumulated woods, originally was two fish facing each other but shuowen corrupted it after western zhou

"
"構","コウ, かま.える, かま.う","posture, stance, appearance, build, set up","Wood + crossly accumulated woods 

= build

Pretend could be from build a facade"
"","サボる, さぼる","to be truant, to slack off, to play hooky, to skip school, to cut class, to skip out","The flavor (sabor) of ditching school was too enticing"
"突","トツ, カ, つ.く","stab, protruding, thrust, pierce, prick, collision, sudden","突 depicts a dog (犬) suddenly running out of a cave-like dwelling (穴), indicating the original meaning “a dog suddenly running out of a cave.” 

tū: main definition: suddenly

1 (orig.) a dog suddenly running out of a cave
2 → to stand out
3 → to charge forward
4 → to breach
5 → sudden

穴 hole 犬 dog = 突 sudden

TOTSU from a dog running out of a TOTS black cave

——

A dog 犬 rushing/lunging out of a TOTal pitch black cave 穴 into the light"
"衝","ショウ, つ.く","collide, brunt, highway, opposition (astronomy), thrust, pierce, stab, prick","Something heavy 重 moving ShO fast 行 about to collide with something "
"衝突","しょうとつ","collision, crash, impact, running into; clash, skirmish, conflict, discord, quarrel, brush","Rush 突 to collide 衝
Is collision/conflict"
"","むかつく, ムカつく","to feel irritated, to feel offended, to feel angry; to feel sick, to feel nauseous","胸がムカムカする

= my stomach is feeling queasy; I’m nauseous
(Heian)

(Edo - now)
I’m sick of xyz, I’m irritated"
"長","チョウ, なが.い, おさ","long, leader, superior, senior","t + i/y + ou

Tyou

ちょう
ちょう"
"割","カツ, わ.る, わり, わ.り, わ.れる, さ.く","proportion, comparatively, divide, cut, separate, split","Ge in chinese
Chinese: cut

To harm 害 with a knife 刀 -> to cut -> to divide -> ratio"
"割引","わりびき","discount, reduction, rebate; tenths discounted, tenths reduced","The Japanese term ""割引"" (waribiki) can be broken down into its kanji components for a clearer understanding:

- 割 (wari): This kanji primarily means ""to divide"" or ""portion."" In various contexts, it can denote a fraction or a rate.
- 引 (biki): This kanji means ""to pull"" or ""to draw."" In the context of pricing or costs, it can be understood as ""to deduct"" or ""to subtract.""

When combined, ""割引"" (waribiki) essentially means ""a deduction based on a portion/rate,"" which is conceptually similar to a discount—reducing the original price based on a certain rate or portion."
"害","ガイ","harm, injury","Domestic abuse

In a house 宀 there is fighting 丯 and arguing 口 = harming family members. Usually the GUY (dad) is doing the abuse! 

This is actually the leading theory according to baike. "
"輪","リン, わ","wheel, ring, circle, link, loop, counter for wheels and flowers","Radical is 車 because it originally referred to the wheel of a vehicle. 

侖 also means logical sequence, referring to the radial spokes being logically spaced. Also a phonetic for りん/lun

A vehicle’s 車 wheel with logically spaced 侖 spokes "
"侖","リン, ロン, おも.う","think, be methodical","assembly 亼 of books 冊 = logic/logical sequence/coherence "
"冊","サツ, サク, ふみ","tome, counter for books, volume","Bamboo strips tied together"
"論","ロン, あげつら.う","argument, discourse","Speak 言 logic 侖 = argue"
"悔","カイ, く.いる, く.やむ, くや.しい","repent, regret","Every heart regrets something. KUL down"
"悔しい","くやしい, くやしーい","frustrated (over a failure, humiliation or injustice), annoyed, chagrined, (bitterly) disappointed, bitter, vexed, frustrating, annoying, regrettable","KUl YA SHIt"
"遠","エン, オン, とお.い","distant, far","Walk ⻌ a long distance like the length of the long robes 袁"
"慮","リョ, おもんぱく.る, おもんぱか.る","prudence, thought, concern, consider, deliberate, fear","Concern is what you feel 心 when you see a tiger 虍 on the field 田 in RIO
lü/ryo"
"遠慮なく","えんりょなく","without reservation, freely, frankly","Without long concern"
"遠慮","えんりょ","reserve, constraint, restraint, modesty, diffidence, hesitation, holding back, discretion, tact, thoughtfulness; declining, refraining; forethought, foresight","Long concern"
